name;score;description;category;label;_geom;lat;lng
1SNpPoGlQ9PCHqLtEe6cwg;36.58019788779903;"<a target=""_blank"" href=""https://www.mapillary.com/map/im/1SNpPoGlQ9PCHqLtEe6cwg""><img style=""width:200px"" src=""https://images.mapillary.com/1SNpPoGlQ9PCHqLtEe6cwg/thumb-320.jpg""></a><br>Streetwise Score: 36.58019788779903";3;+;47.423049,9.370431;47.423049;9.370431
_wIFYjLfcnTq78n6WKFQ0Q;20.342120809879134;"<a target=""_blank"" href=""https://www.mapillary.com/map/im/_wIFYjLfcnTq78n6WKFQ0Q""><img style=""width:200px"" src=""https://images.mapillary.com/_wIFYjLfcnTq78n6WKFQ0Q/thumb-320.jpg""></a><br>Streetwise Score: 20.342120809879134";2;0;47.422922,9.370406;47.422922;9.370406
8CQYpUJft1tdM2N28f7_gg;33.8819932475537;"<a target=""_blank"" href=""https://www.mapillary.com/map/im/8CQYpUJft1tdM2N28f7_gg""><img style=""width:200px"" src=""https://images.mapillary.com/8CQYpUJft1tdM2N28f7_gg/thumb-320.jpg""></a><br>Streetwise Score: 33.8819932475537";3;+;47.422883,9.370459;47.422883;9.370459
Q7z2ECqv2yUQuzonUpOQSA;27.070453858791026;"<a target=""_blank"" href=""https://www.mapillary.com/map/im/Q7z2ECqv2yUQuzonUpOQSA""><img style=""width:200px"" src=""https://images.mapillary.com/Q7z2ECqv2yUQuzonUpOQSA/thumb-320.jpg""></a><br>Streetwise Score: 27.070453858791026";2;0;47.4364536,9.3988567;47.4364536;9.3988567
_71DMTJrfa9C61cB8RLa4A;14.99082303829236;"<a target=""_blank"" href=""https://www.mapillary.com/map/im/_71DMTJrfa9C61cB8RLa4A""><img style=""width:200px"" src=""https://images.mapillary.com/_71DMTJrfa9C61cB8RLa4A/thumb-320.jpg""></a><br>Streetwise Score: 14.99082303829236";1;-;47.4335306,9.3906729;47.4335306;9.3906729
7hCFi6dFvNxbuGCH4ndyfQ;5.732800028293391;"<a target=""_blank"" href=""https://www.mapillary.com/map/im/7hCFi6dFvNxbuGCH4ndyfQ""><img style=""width:200px"" src=""https://images.mapillary.com/7hCFi6dFvNxbuGCH4ndyfQ/thumb-320.jpg""></a><br>Streetwise Score: 5.732800028293391";0;wahrgenommene Sicherheit tief;47.432816,9.3846075;47.432816;9.3846075
aFnc9VOTXgeXheLnRe4qSA;24.212002554389922;"<a target=""_blank"" href=""https://www.mapillary.com/map/im/aFnc9VOTXgeXheLnRe4qSA""><img style=""width:200px"" src=""https://images.mapillary.com/aFnc9VOTXgeXheLnRe4qSA/thumb-320.jpg""></a><br>Streetwise Score: 24.212002554389922";2;0;47.4327434,9.3842546;47.4327434;9.3842546
kY3kP8nkbXv7d1y02S9ajQ;21.87709626834074;"<a target=""_blank"" href=""https://www.mapillary.com/map/im/kY3kP8nkbXv7d1y02S9ajQ""><img style=""width:200px"" src=""https://images.mapillary.com/kY3kP8nkbXv7d1y02S9ajQ/thumb-320.jpg""></a><br>Streetwise Score: 21.87709626834074";2;0;47.4327434,9.3842546;47.4327434;9.3842546
aQDl3ckCHVwyaIWy26isRg;14.38437386114487;"<a target=""_blank"" href=""https://www.mapillary.com/map/im/aQDl3ckCHVwyaIWy26isRg""><img style=""width:200px"" src=""https://images.mapillary.com/aQDl3ckCHVwyaIWy26isRg/thumb-320.jpg""></a><br>Streetwise Score: 14.38437386114487";1;-;47.4327434,9.3842546;47.4327434;9.3842546
J1oxAXsmLw38wGIfmLBZcA;18.125725079999643;"<a target=""_blank"" href=""https://www.mapillary.com/map/im/J1oxAXsmLw38wGIfmLBZcA""><img style=""width:200px"" src=""https://images.mapillary.com/J1oxAXsmLw38wGIfmLBZcA/thumb-320.jpg""></a><br>Streetwise Score: 18.125725079999643";1;-;47.4327434,9.3842546;47.4327434;9.3842546
bxcVE8xxcX8jqjQAkBczEw;29.881878747766404;"<a target=""_blank"" href=""https://www.mapillary.com/map/im/bxcVE8xxcX8jqjQAkBczEw""><img style=""width:200px"" src=""https://images.mapillary.com/bxcVE8xxcX8jqjQAkBczEw/thumb-320.jpg""></a><br>Streetwise Score: 29.881878747766404";3;+;47.432953,9.3909179;47.432953;9.3909179
zJsTCllKRlUrmLTNcPmDDQ;36.92004383125338;"<a target=""_blank"" href=""https://www.mapillary.com/map/im/zJsTCllKRlUrmLTNcPmDDQ""><img style=""width:200px"" src=""https://images.mapillary.com/zJsTCllKRlUrmLTNcPmDDQ/thumb-320.jpg""></a><br>Streetwise Score: 36.92004383125338";3;+;47.427273,9.3835979;47.427273;9.3835979
nObajtP-lowGdo1zEIa5aA;31.05842283344471;"<a target=""_blank"" href=""https://www.mapillary.com/map/im/nObajtP-lowGdo1zEIa5aA""><img style=""width:200px"" src=""https://images.mapillary.com/nObajtP-lowGdo1zEIa5aA/thumb-320.jpg""></a><br>Streetwise Score: 31.05842283344471";3;+;47.426703,9.382691;47.426703;9.382691
CQtjO2rwJy8BvrRa8Y_UNg;35.41600963687922;"<a target=""_blank"" href=""https://www.mapillary.com/map/im/CQtjO2rwJy8BvrRa8Y_UNg""><img style=""width:200px"" src=""https://images.mapillary.com/CQtjO2rwJy8BvrRa8Y_UNg/thumb-320.jpg""></a><br>Streetwise Score: 35.41600963687922";3;+;47.426291,9.382521;47.426291;9.382521
W7ZueYbZ2qwD7h2xn3gwDA;38.97892412929454;"<a target=""_blank"" href=""https://www.mapillary.com/map/im/W7ZueYbZ2qwD7h2xn3gwDA""><img style=""width:200px"" src=""https://images.mapillary.com/W7ZueYbZ2qwD7h2xn3gwDA/thumb-320.jpg""></a><br>Streetwise Score: 38.97892412929454";3;+;47.424596,9.380481;47.424596;9.380481
keQuKtnf_b1ABfPcoxeL_Q;35.65310110977661;"<a target=""_blank"" href=""https://www.mapillary.com/map/im/keQuKtnf_b1ABfPcoxeL_Q""><img style=""width:200px"" src=""https://images.mapillary.com/keQuKtnf_b1ABfPcoxeL_Q/thumb-320.jpg""></a><br>Streetwise Score: 35.65310110977661";3;+;47.424523,9.380053;47.424523;9.380053
EBMakvkf5gT5CDFld_uiAQ;23.241618413940888;"<a target=""_blank"" href=""https://www.mapillary.com/map/im/EBMakvkf5gT5CDFld_uiAQ""><img style=""width:200px"" src=""https://images.mapillary.com/EBMakvkf5gT5CDFld_uiAQ/thumb-320.jpg""></a><br>Streetwise Score: 23.241618413940888";2;0;47.4240799,9.3796199;47.4240799;9.3796199
2asubDNjQGr5JIXZ0wvCKA;27.157655286007486;"<a target=""_blank"" href=""https://www.mapillary.com/map/im/2asubDNjQGr5JIXZ0wvCKA""><img style=""width:200px"" src=""https://images.mapillary.com/2asubDNjQGr5JIXZ0wvCKA/thumb-320.jpg""></a><br>Streetwise Score: 27.157655286007486";2;0;47.4240799,9.3797979;47.4240799;9.3797979
5q6fJJemnhtUqTkMOaGTjg;9.143579537609684;"<a target=""_blank"" href=""https://www.mapillary.com/map/im/5q6fJJemnhtUqTkMOaGTjg""><img style=""width:200px"" src=""https://images.mapillary.com/5q6fJJemnhtUqTkMOaGTjg/thumb-320.jpg""></a><br>Streetwise Score: 9.143579537609684";1;-;47.432,9.370863;47.432;9.370863
-scfJb9LfC2MToohrs3_Lw;4.444708852512584;"<a target=""_blank"" href=""https://www.mapillary.com/map/im/-scfJb9LfC2MToohrs3_Lw""><img style=""width:200px"" src=""https://images.mapillary.com/-scfJb9LfC2MToohrs3_Lw/thumb-320.jpg""></a><br>Streetwise Score: 4.444708852512584";0;wahrgenommene Sicherheit tief;47.432,9.370863;47.432;9.370863
PTGAmJ7h6Xyup8-twwsk7g;16.826462644786755;"<a target=""_blank"" href=""https://www.mapillary.com/map/im/PTGAmJ7h6Xyup8-twwsk7g""><img style=""width:200px"" src=""https://images.mapillary.com/PTGAmJ7h6Xyup8-twwsk7g/thumb-320.jpg""></a><br>Streetwise Score: 16.826462644786755";1;-;47.409244,9.291536;47.409244;9.291536
2_eqssiaIacLk_0Pf96JpA;17.4027658126894;"<a target=""_blank"" href=""https://www.mapillary.com/map/im/2_eqssiaIacLk_0Pf96JpA""><img style=""width:200px"" src=""https://images.mapillary.com/2_eqssiaIacLk_0Pf96JpA/thumb-320.jpg""></a><br>Streetwise Score: 17.4027658126894";1;-;47.407971,9.298065;47.407971;9.298065
ZbXNsHbqdm7oZRvuYeQv6Q;4.748839186213796;"<a target=""_blank"" href=""https://www.mapillary.com/map/im/ZbXNsHbqdm7oZRvuYeQv6Q""><img style=""width:200px"" src=""https://images.mapillary.com/ZbXNsHbqdm7oZRvuYeQv6Q/thumb-320.jpg""></a><br>Streetwise Score: 4.748839186213796";0;wahrgenommene Sicherheit tief;47.40904,9.304876;47.40904;9.304876
dDYhWdH4Nu7y4KnKCvs60w;19.008670367305168;"<a target=""_blank"" href=""https://www.mapillary.com/map/im/dDYhWdH4Nu7y4KnKCvs60w""><img style=""width:200px"" src=""https://images.mapillary.com/dDYhWdH4Nu7y4KnKCvs60w/thumb-320.jpg""></a><br>Streetwise Score: 19.008670367305168";2;0;47.415846,9.318641;47.415846;9.318641
8vYv8XQxwBz3oiSVeIW9Fw;18.73824132476487;"<a target=""_blank"" href=""https://www.mapillary.com/map/im/8vYv8XQxwBz3oiSVeIW9Fw""><img style=""width:200px"" src=""https://images.mapillary.com/8vYv8XQxwBz3oiSVeIW9Fw/thumb-320.jpg""></a><br>Streetwise Score: 18.73824132476487";1;-;47.417245,9.323988;47.417245;9.323988
2p_Mvef9KXPqD7SAtelM3g;17.749530520200157;"<a target=""_blank"" href=""https://www.mapillary.com/map/im/2p_Mvef9KXPqD7SAtelM3g""><img style=""width:200px"" src=""https://images.mapillary.com/2p_Mvef9KXPqD7SAtelM3g/thumb-320.jpg""></a><br>Streetwise Score: 17.749530520200157";1;-;47.418086,9.3279599;47.418086;9.3279599
1E0b2bCd4y4taWXnKiVvCg;19.989553119199318;"<a target=""_blank"" href=""https://www.mapillary.com/map/im/1E0b2bCd4y4taWXnKiVvCg""><img style=""width:200px"" src=""https://images.mapillary.com/1E0b2bCd4y4taWXnKiVvCg/thumb-320.jpg""></a><br>Streetwise Score: 19.989553119199318";2;0;47.419903,9.332853;47.419903;9.332853
TDS4D__OhmYynkVSZvs-QA;15.971003140487193;"<a target=""_blank"" href=""https://www.mapillary.com/map/im/TDS4D__OhmYynkVSZvs-QA""><img style=""width:200px"" src=""https://images.mapillary.com/TDS4D__OhmYynkVSZvs-QA/thumb-320.jpg""></a><br>Streetwise Score: 15.971003140487193";1;-;47.420846,9.336478;47.420846;9.336478
OdrzBNDrUHaD1_DHs5Nkow;12.472477088447755;"<a target=""_blank"" href=""https://www.mapillary.com/map/im/OdrzBNDrUHaD1_DHs5Nkow""><img style=""width:200px"" src=""https://images.mapillary.com/OdrzBNDrUHaD1_DHs5Nkow/thumb-320.jpg""></a><br>Streetwise Score: 12.472477088447755";1;-;47.421928,9.342218;47.421928;9.342218
GxApWjG-9uKI3RalqteY3w;5.5581776067478685;"<a target=""_blank"" href=""https://www.mapillary.com/map/im/GxApWjG-9uKI3RalqteY3w""><img style=""width:200px"" src=""https://images.mapillary.com/GxApWjG-9uKI3RalqteY3w/thumb-320.jpg""></a><br>Streetwise Score: 5.5581776067478685";0;wahrgenommene Sicherheit tief;47.424135,9.348625;47.424135;9.348625
OH0sKFaQLL2_5g4QTKYKWw;5.300085213224769;"<a target=""_blank"" href=""https://www.mapillary.com/map/im/OH0sKFaQLL2_5g4QTKYKWw""><img style=""width:200px"" src=""https://images.mapillary.com/OH0sKFaQLL2_5g4QTKYKWw/thumb-320.jpg""></a><br>Streetwise Score: 5.300085213224769";0;wahrgenommene Sicherheit tief;47.425361,9.3533259;47.425361;9.3533259
OrdRH71PctA2iATEBLlKNw;10.961898987787071;"<a target=""_blank"" href=""https://www.mapillary.com/map/im/OrdRH71PctA2iATEBLlKNw""><img style=""width:200px"" src=""https://images.mapillary.com/OrdRH71PctA2iATEBLlKNw/thumb-320.jpg""></a><br>Streetwise Score: 10.961898987787071";1;-;47.429241,9.362471;47.429241;9.362471
wdJgHA_xRlPS2zqW_cPRFA;32.29176110253435;"<a target=""_blank"" href=""https://www.mapillary.com/map/im/wdJgHA_xRlPS2zqW_cPRFA""><img style=""width:200px"" src=""https://images.mapillary.com/wdJgHA_xRlPS2zqW_cPRFA/thumb-320.jpg""></a><br>Streetwise Score: 32.29176110253435";3;+;47.3918303,9.3559278;47.3918303;9.3559278
qSR-LPe5CP-pldJpmhWJVg;25.976340348614727;"<a target=""_blank"" href=""https://www.mapillary.com/map/im/qSR-LPe5CP-pldJpmhWJVg""><img style=""width:200px"" src=""https://images.mapillary.com/qSR-LPe5CP-pldJpmhWJVg/thumb-320.jpg""></a><br>Streetwise Score: 25.976340348614727";2;0;47.3954243,9.3539887;47.3954243;9.3539887
rqGtASDePse82q4WpeuDTw;28.386671235365593;"<a target=""_blank"" href=""https://www.mapillary.com/map/im/rqGtASDePse82q4WpeuDTw""><img style=""width:200px"" src=""https://images.mapillary.com/rqGtASDePse82q4WpeuDTw/thumb-320.jpg""></a><br>Streetwise Score: 28.386671235365593";2;0;47.3992546,9.3555936;47.3992546;9.3555936
kjLshWDEiHmmWxjfNkpunQ;31.73588019465834;"<a target=""_blank"" href=""https://www.mapillary.com/map/im/kjLshWDEiHmmWxjfNkpunQ""><img style=""width:200px"" src=""https://images.mapillary.com/kjLshWDEiHmmWxjfNkpunQ/thumb-320.jpg""></a><br>Streetwise Score: 31.73588019465834";3;+;47.400164,9.3569054;47.400164;9.3569054
0r18jZgblvY8wTkw2MPPaw;20.241537831012522;"<a target=""_blank"" href=""https://www.mapillary.com/map/im/0r18jZgblvY8wTkw2MPPaw""><img style=""width:200px"" src=""https://images.mapillary.com/0r18jZgblvY8wTkw2MPPaw/thumb-320.jpg""></a><br>Streetwise Score: 20.241537831012522";2;0;47.400551,9.358309;47.400551;9.358309
Cnzs1pSU-WiRFfFTskCI-g;24.194585708300206;"<a target=""_blank"" href=""https://www.mapillary.com/map/im/Cnzs1pSU-WiRFfFTskCI-g""><img style=""width:200px"" src=""https://images.mapillary.com/Cnzs1pSU-WiRFfFTskCI-g/thumb-320.jpg""></a><br>Streetwise Score: 24.194585708300206";2;0;47.4036375,9.3629579;47.4036375;9.3629579
WOHyt6d8HHf8ONd034QLTA;24.12986196098688;"<a target=""_blank"" href=""https://www.mapillary.com/map/im/WOHyt6d8HHf8ONd034QLTA""><img style=""width:200px"" src=""https://images.mapillary.com/WOHyt6d8HHf8ONd034QLTA/thumb-320.jpg""></a><br>Streetwise Score: 24.12986196098688";2;0;47.4094266,9.3675684;47.4094266;9.3675684
kNRjTKCBfB50K9HLvHcpHg;38.511997489466424;"<a target=""_blank"" href=""https://www.mapillary.com/map/im/kNRjTKCBfB50K9HLvHcpHg""><img style=""width:200px"" src=""https://images.mapillary.com/kNRjTKCBfB50K9HLvHcpHg/thumb-320.jpg""></a><br>Streetwise Score: 38.511997489466424";3;+;47.4169025,9.3619303;47.4169025;9.3619303
CAJQ-wra561ycxQSUUIjAQ;32.893733551179935;"<a target=""_blank"" href=""https://www.mapillary.com/map/im/CAJQ-wra561ycxQSUUIjAQ""><img style=""width:200px"" src=""https://images.mapillary.com/CAJQ-wra561ycxQSUUIjAQ/thumb-320.jpg""></a><br>Streetwise Score: 32.893733551179935";3;+;47.4178326,9.3642004;47.4178326;9.3642004
OlSMkcIJHOyNAlBBdk70Ig;34.35969042951168;"<a target=""_blank"" href=""https://www.mapillary.com/map/im/OlSMkcIJHOyNAlBBdk70Ig""><img style=""width:200px"" src=""https://images.mapillary.com/OlSMkcIJHOyNAlBBdk70Ig/thumb-320.jpg""></a><br>Streetwise Score: 34.35969042951168";3;+;47.4180675,9.364723;47.4180675;9.364723
Snx-2tYwxmC-AyMTFLgYpA;31.93877002411407;"<a target=""_blank"" href=""https://www.mapillary.com/map/im/Snx-2tYwxmC-AyMTFLgYpA""><img style=""width:200px"" src=""https://images.mapillary.com/Snx-2tYwxmC-AyMTFLgYpA/thumb-320.jpg""></a><br>Streetwise Score: 31.93877002411407";3;+;47.4183621,9.3653671;47.4183621;9.3653671
AAZE8niXvCAtquUU5rxSZQ;28.872010237210628;"<a target=""_blank"" href=""https://www.mapillary.com/map/im/AAZE8niXvCAtquUU5rxSZQ""><img style=""width:200px"" src=""https://images.mapillary.com/AAZE8niXvCAtquUU5rxSZQ/thumb-320.jpg""></a><br>Streetwise Score: 28.872010237210628";2;0;47.4198583,9.365523;47.4198583;9.365523
DFRZmBtkzdI9uZcaG5jQSg;33.77513319792532;"<a target=""_blank"" href=""https://www.mapillary.com/map/im/DFRZmBtkzdI9uZcaG5jQSg""><img style=""width:200px"" src=""https://images.mapillary.com/DFRZmBtkzdI9uZcaG5jQSg/thumb-320.jpg""></a><br>Streetwise Score: 33.77513319792532";3;+;47.4207981,9.3666298;47.4207981;9.3666298
VYG17TDP5ct8oyvqMNreUQ;28.791098979911972;"<a target=""_blank"" href=""https://www.mapillary.com/map/im/VYG17TDP5ct8oyvqMNreUQ""><img style=""width:200px"" src=""https://images.mapillary.com/VYG17TDP5ct8oyvqMNreUQ/thumb-320.jpg""></a><br>Streetwise Score: 28.791098979911972";2;0;47.4215788,9.367905;47.4215788;9.367905
4tOOwNrCeTtjjOSUYSEGjQ;20.564094054567345;"<a target=""_blank"" href=""https://www.mapillary.com/map/im/4tOOwNrCeTtjjOSUYSEGjQ""><img style=""width:200px"" src=""https://images.mapillary.com/4tOOwNrCeTtjjOSUYSEGjQ/thumb-320.jpg""></a><br>Streetwise Score: 20.564094054567345";2;0;47.4214403,9.3679246;47.4214403;9.3679246
nzBBrK5FoCamFrBbU9HXtQ;33.12103870645281;"<a target=""_blank"" href=""https://www.mapillary.com/map/im/nzBBrK5FoCamFrBbU9HXtQ""><img style=""width:200px"" src=""https://images.mapillary.com/nzBBrK5FoCamFrBbU9HXtQ/thumb-320.jpg""></a><br>Streetwise Score: 33.12103870645281";3;+;47.4209469,9.3669911;47.4209469;9.3669911
zT-yUrlZ8UwpcsbMNqeWYQ;32.393497012869396;"<a target=""_blank"" href=""https://www.mapillary.com/map/im/zT-yUrlZ8UwpcsbMNqeWYQ""><img style=""width:200px"" src=""https://images.mapillary.com/zT-yUrlZ8UwpcsbMNqeWYQ/thumb-320.jpg""></a><br>Streetwise Score: 32.393497012869396";3;+;47.4207215,9.366729;47.4207215;9.366729
vwDyoUIbeau3BWBVzyH0lw;20.528813777856517;"<a target=""_blank"" href=""https://www.mapillary.com/map/im/vwDyoUIbeau3BWBVzyH0lw""><img style=""width:200px"" src=""https://images.mapillary.com/vwDyoUIbeau3BWBVzyH0lw/thumb-320.jpg""></a><br>Streetwise Score: 20.528813777856517";2;0;47.4222791,9.3692489;47.4222791;9.3692489
ETbjmetJjT4nWVnPaqVbPQ;7.705639144930485;"<a target=""_blank"" href=""https://www.mapillary.com/map/im/ETbjmetJjT4nWVnPaqVbPQ""><img style=""width:200px"" src=""https://images.mapillary.com/ETbjmetJjT4nWVnPaqVbPQ/thumb-320.jpg""></a><br>Streetwise Score: 7.705639144930485";0;wahrgenommene Sicherheit tief;47.4227087,9.3702288;47.4227087;9.3702288
mlZIvCzIdOmE8OtvrsVqWQ;26.558272287726776;"<a target=""_blank"" href=""https://www.mapillary.com/map/im/mlZIvCzIdOmE8OtvrsVqWQ""><img style=""width:200px"" src=""https://images.mapillary.com/mlZIvCzIdOmE8OtvrsVqWQ/thumb-320.jpg""></a><br>Streetwise Score: 26.558272287726776";2;0;47.4251822,9.3792051;47.4251822;9.3792051
DkP-NIbgxPc7n_UqtgmdjQ;38.181185590562244;"<a target=""_blank"" href=""https://www.mapillary.com/map/im/DkP-NIbgxPc7n_UqtgmdjQ""><img style=""width:200px"" src=""https://images.mapillary.com/DkP-NIbgxPc7n_UqtgmdjQ/thumb-320.jpg""></a><br>Streetwise Score: 38.181185590562244";3;+;47.4256348,9.3781365;47.4256348;9.3781365
gsH65V78eSOZUbjgd10TfQ;14.435576723862537;"<a target=""_blank"" href=""https://www.mapillary.com/map/im/gsH65V78eSOZUbjgd10TfQ""><img style=""width:200px"" src=""https://images.mapillary.com/gsH65V78eSOZUbjgd10TfQ/thumb-320.jpg""></a><br>Streetwise Score: 14.435576723862537";1;-;47.4237194,9.3698194;47.4237194;9.3698194
PGzqYH4mG-GA8pgjshxBDg;22.87158748080229;"<a target=""_blank"" href=""https://www.mapillary.com/map/im/PGzqYH4mG-GA8pgjshxBDg""><img style=""width:200px"" src=""https://images.mapillary.com/PGzqYH4mG-GA8pgjshxBDg/thumb-320.jpg""></a><br>Streetwise Score: 22.87158748080229";2;0;47.4261291,9.3553938;47.4261291;9.3553938
h8Lln0NUTHqD7tPL5AfHwA;16.917270981275106;"<a target=""_blank"" href=""https://www.mapillary.com/map/im/h8Lln0NUTHqD7tPL5AfHwA""><img style=""width:200px"" src=""https://images.mapillary.com/h8Lln0NUTHqD7tPL5AfHwA/thumb-320.jpg""></a><br>Streetwise Score: 16.917270981275106";1;-;47.4253238,9.3527263;47.4253238;9.3527263
-I7U-4hW7JD3rrE4DB2NVg;21.887198880847976;"<a target=""_blank"" href=""https://www.mapillary.com/map/im/-I7U-4hW7JD3rrE4DB2NVg""><img style=""width:200px"" src=""https://images.mapillary.com/-I7U-4hW7JD3rrE4DB2NVg/thumb-320.jpg""></a><br>Streetwise Score: 21.887198880847976";2;0;47.4244835,9.3492655;47.4244835;9.3492655
RXXOVijdOW_sCNSpXSbCDw;23.470613767353896;"<a target=""_blank"" href=""https://www.mapillary.com/map/im/RXXOVijdOW_sCNSpXSbCDw""><img style=""width:200px"" src=""https://images.mapillary.com/RXXOVijdOW_sCNSpXSbCDw/thumb-320.jpg""></a><br>Streetwise Score: 23.470613767353896";2;0;47.4223408,9.3433934;47.4223408;9.3433934
VOy3aUYqr2thyKbZxl2qhg;25.32106456392607;"<a target=""_blank"" href=""https://www.mapillary.com/map/im/VOy3aUYqr2thyKbZxl2qhg""><img style=""width:200px"" src=""https://images.mapillary.com/VOy3aUYqr2thyKbZxl2qhg/thumb-320.jpg""></a><br>Streetwise Score: 25.32106456392607";2;0;47.4208876,9.3364488;47.4208876;9.3364488
4nMkRhtz6vo4afbJBK3lUg;27.747215084486633;"<a target=""_blank"" href=""https://www.mapillary.com/map/im/4nMkRhtz6vo4afbJBK3lUg""><img style=""width:200px"" src=""https://images.mapillary.com/4nMkRhtz6vo4afbJBK3lUg/thumb-320.jpg""></a><br>Streetwise Score: 27.747215084486633";2;0;47.4206376,9.3350327;47.4206376;9.3350327
tINcTwF2nINBIe24C92rvQ;26.80968331022889;"<a target=""_blank"" href=""https://www.mapillary.com/map/im/tINcTwF2nINBIe24C92rvQ""><img style=""width:200px"" src=""https://images.mapillary.com/tINcTwF2nINBIe24C92rvQ/thumb-320.jpg""></a><br>Streetwise Score: 26.80968331022889";2;0;47.4202871,9.3336348;47.4202871;9.3336348
aFPJ7vrpye0Dk9kXzfS9Jw;25.232972371344985;"<a target=""_blank"" href=""https://www.mapillary.com/map/im/aFPJ7vrpye0Dk9kXzfS9Jw""><img style=""width:200px"" src=""https://images.mapillary.com/aFPJ7vrpye0Dk9kXzfS9Jw/thumb-320.jpg""></a><br>Streetwise Score: 25.232972371344985";2;0;47.4352261,9.3957603;47.4352261;9.3957603
lpwnXJoYqE0OpPwHeIF7jQ;25.245716213737733;"<a target=""_blank"" href=""https://www.mapillary.com/map/im/lpwnXJoYqE0OpPwHeIF7jQ""><img style=""width:200px"" src=""https://images.mapillary.com/lpwnXJoYqE0OpPwHeIF7jQ/thumb-320.jpg""></a><br>Streetwise Score: 25.245716213737733";2;0;47.4343788,9.3936355;47.4343788;9.3936355
3ubu_TN80dzI6tQ_IQdS-A;25.50904379873522;"<a target=""_blank"" href=""https://www.mapillary.com/map/im/3ubu_TN80dzI6tQ_IQdS-A""><img style=""width:200px"" src=""https://images.mapillary.com/3ubu_TN80dzI6tQ_IQdS-A/thumb-320.jpg""></a><br>Streetwise Score: 25.50904379873522";2;0;47.4330274,9.385876;47.4330274;9.385876
FJ3LWLiaCIWT_H0qJI_wqA;20.877752129722086;"<a target=""_blank"" href=""https://www.mapillary.com/map/im/FJ3LWLiaCIWT_H0qJI_wqA""><img style=""width:200px"" src=""https://images.mapillary.com/FJ3LWLiaCIWT_H0qJI_wqA/thumb-320.jpg""></a><br>Streetwise Score: 20.877752129722086";2;0;47.4329592,9.3852464;47.4329592;9.3852464
W1E8gB7pPEGm2od6dElynw;20.821302146116512;"<a target=""_blank"" href=""https://www.mapillary.com/map/im/W1E8gB7pPEGm2od6dElynw""><img style=""width:200px"" src=""https://images.mapillary.com/W1E8gB7pPEGm2od6dElynw/thumb-320.jpg""></a><br>Streetwise Score: 20.821302146116512";2;0;47.4587656,9.4343975;47.4587656;9.4343975
zFwiBqbWPBFOZoglYggjyg;17.557445041314985;"<a target=""_blank"" href=""https://www.mapillary.com/map/im/zFwiBqbWPBFOZoglYggjyg""><img style=""width:200px"" src=""https://images.mapillary.com/zFwiBqbWPBFOZoglYggjyg/thumb-320.jpg""></a><br>Streetwise Score: 17.557445041314985";1;-;47.457974,9.4335222;47.457974;9.4335222
rfIYbLC6m0wbM5X8QvdUzw;22.049380226605624;"<a target=""_blank"" href=""https://www.mapillary.com/map/im/rfIYbLC6m0wbM5X8QvdUzw""><img style=""width:200px"" src=""https://images.mapillary.com/rfIYbLC6m0wbM5X8QvdUzw/thumb-320.jpg""></a><br>Streetwise Score: 22.049380226605624";2;0;47.4554339,9.429916;47.4554339;9.429916
mFbOwn42wrkMuatonNs1qw;18.5177705510158;"<a target=""_blank"" href=""https://www.mapillary.com/map/im/mFbOwn42wrkMuatonNs1qw""><img style=""width:200px"" src=""https://images.mapillary.com/mFbOwn42wrkMuatonNs1qw/thumb-320.jpg""></a><br>Streetwise Score: 18.5177705510158";1;-;47.4526199,9.4255086;47.4526199;9.4255086
ke4dh-uZIKXQHK6j6NDzJg;20.707606217883264;"<a target=""_blank"" href=""https://www.mapillary.com/map/im/ke4dh-uZIKXQHK6j6NDzJg""><img style=""width:200px"" src=""https://images.mapillary.com/ke4dh-uZIKXQHK6j6NDzJg/thumb-320.jpg""></a><br>Streetwise Score: 20.707606217883264";2;0;47.4509948,9.4233806;47.4509948;9.4233806
owItpa4pYl-5lktS1FoorQ;29.93546765124107;"<a target=""_blank"" href=""https://www.mapillary.com/map/im/owItpa4pYl-5lktS1FoorQ""><img style=""width:200px"" src=""https://images.mapillary.com/owItpa4pYl-5lktS1FoorQ/thumb-320.jpg""></a><br>Streetwise Score: 29.93546765124107";3;+;47.4487846,9.4211379;47.4487846;9.4211379
3uXnMe0_bjeM-22KZWxLPQ;17.75058065521317;"<a target=""_blank"" href=""https://www.mapillary.com/map/im/3uXnMe0_bjeM-22KZWxLPQ""><img style=""width:200px"" src=""https://images.mapillary.com/3uXnMe0_bjeM-22KZWxLPQ/thumb-320.jpg""></a><br>Streetwise Score: 17.75058065521317";1;-;47.4463183,9.4194956;47.4463183;9.4194956
ZyPtqU8S3kpFYgVCE5A6Fw;18.936347517084258;"<a target=""_blank"" href=""https://www.mapillary.com/map/im/ZyPtqU8S3kpFYgVCE5A6Fw""><img style=""width:200px"" src=""https://images.mapillary.com/ZyPtqU8S3kpFYgVCE5A6Fw/thumb-320.jpg""></a><br>Streetwise Score: 18.936347517084258";1;-;47.4431938,9.4178101;47.4431938;9.4178101
oK_zHFh9s1Hy-TF5zE9z6g;11.172835696088969;"<a target=""_blank"" href=""https://www.mapillary.com/map/im/oK_zHFh9s1Hy-TF5zE9z6g""><img style=""width:200px"" src=""https://images.mapillary.com/oK_zHFh9s1Hy-TF5zE9z6g/thumb-320.jpg""></a><br>Streetwise Score: 11.172835696088969";1;-;47.4424303,9.4174142;47.4424303;9.4174142
