name;score;description;category;label;_geom;lat;lng
8mhhnQ8y5wieB90a7szgew;20.924108338757122;"<a target=""_blank"" href=""https://www.mapillary.com/map/im/8mhhnQ8y5wieB90a7szgew""><img style=""width:200px"" src=""https://images.mapillary.com/8mhhnQ8y5wieB90a7szgew/thumb-320.jpg""></a><br>Streetwise Score: 20.924108338757122";2;0;47.4583721,9.4339682;47.4583721;9.4339682
j4szShEZui0TbBNSLicLgA;22.83165986304343;"<a target=""_blank"" href=""https://www.mapillary.com/map/im/j4szShEZui0TbBNSLicLgA""><img style=""width:200px"" src=""https://images.mapillary.com/j4szShEZui0TbBNSLicLgA/thumb-320.jpg""></a><br>Streetwise Score: 22.83165986304343";2;0;47.4575945,9.4330894;47.4575945;9.4330894
PCU-sr3G-CQ3VAf6JOdPWA;21.560959905171643;"<a target=""_blank"" href=""https://www.mapillary.com/map/im/PCU-sr3G-CQ3VAf6JOdPWA""><img style=""width:200px"" src=""https://images.mapillary.com/PCU-sr3G-CQ3VAf6JOdPWA/thumb-320.jpg""></a><br>Streetwise Score: 21.560959905171643";2;0;47.4568646,9.4320659;47.4568646;9.4320659
HQDGXDJNs18ZC1rU7fN7tQ;17.180668739193955;"<a target=""_blank"" href=""https://www.mapillary.com/map/im/HQDGXDJNs18ZC1rU7fN7tQ""><img style=""width:200px"" src=""https://images.mapillary.com/HQDGXDJNs18ZC1rU7fN7tQ/thumb-320.jpg""></a><br>Streetwise Score: 17.180668739193955";1;-;47.4565007,9.4315482;47.4565007;9.4315482
gXT6Qb_RHfgS_P9bgg-NKQ;20.74748752427214;"<a target=""_blank"" href=""https://www.mapillary.com/map/im/gXT6Qb_RHfgS_P9bgg-NKQ""><img style=""width:200px"" src=""https://images.mapillary.com/gXT6Qb_RHfgS_P9bgg-NKQ/thumb-320.jpg""></a><br>Streetwise Score: 20.74748752427214";2;0;47.4541503,9.4278056;47.4541503;9.4278056
ASnCIM025QktCTSQKbSElA;27.347641437065462;"<a target=""_blank"" href=""https://www.mapillary.com/map/im/ASnCIM025QktCTSQKbSElA""><img style=""width:200px"" src=""https://images.mapillary.com/ASnCIM025QktCTSQKbSElA/thumb-320.jpg""></a><br>Streetwise Score: 27.347641437065462";2;0;47.4538362,9.4273135;47.4538362;9.4273135
9S6ev6sfbgdVfFrSAiMNLA;26.45821475002422;"<a target=""_blank"" href=""https://www.mapillary.com/map/im/9S6ev6sfbgdVfFrSAiMNLA""><img style=""width:200px"" src=""https://images.mapillary.com/9S6ev6sfbgdVfFrSAiMNLA/thumb-320.jpg""></a><br>Streetwise Score: 26.45821475002422";2;0;47.4519986,9.4246327;47.4519986;9.4246327
rwix-3i5AugJ9TlNQzecWQ;12.615425239608264;"<a target=""_blank"" href=""https://www.mapillary.com/map/im/rwix-3i5AugJ9TlNQzecWQ""><img style=""width:200px"" src=""https://images.mapillary.com/rwix-3i5AugJ9TlNQzecWQ/thumb-320.jpg""></a><br>Streetwise Score: 12.615425239608264";1;-;47.4495357,9.4218378;47.4495357;9.4218378
T0E7z41rWL42HErsTqIO-A;22.665808136401868;"<a target=""_blank"" href=""https://www.mapillary.com/map/im/T0E7z41rWL42HErsTqIO-A""><img style=""width:200px"" src=""https://images.mapillary.com/T0E7z41rWL42HErsTqIO-A/thumb-320.jpg""></a><br>Streetwise Score: 22.665808136401868";2;0;47.4471232,9.4199892;47.4471232;9.4199892
ucyr5KF7hlFmLs5qret0iA;13.767830206069116;"<a target=""_blank"" href=""https://www.mapillary.com/map/im/ucyr5KF7hlFmLs5qret0iA""><img style=""width:200px"" src=""https://images.mapillary.com/ucyr5KF7hlFmLs5qret0iA/thumb-320.jpg""></a><br>Streetwise Score: 13.767830206069116";1;-;47.4439938,9.4182354;47.4439938;9.4182354
7AEv-8KgIfn5K4lBnNhirw;23.414394291994356;"<a target=""_blank"" href=""https://www.mapillary.com/map/im/7AEv-8KgIfn5K4lBnNhirw""><img style=""width:200px"" src=""https://images.mapillary.com/7AEv-8KgIfn5K4lBnNhirw/thumb-320.jpg""></a><br>Streetwise Score: 23.414394291994356";2;0;47.4420504,9.4171999;47.4420504;9.4171999
0S3_2OeqZeYetoE3i4BsnA;27.84457415392468;"<a target=""_blank"" href=""https://www.mapillary.com/map/im/0S3_2OeqZeYetoE3i4BsnA""><img style=""width:200px"" src=""https://images.mapillary.com/0S3_2OeqZeYetoE3i4BsnA/thumb-320.jpg""></a><br>Streetwise Score: 27.84457415392468";2;0;47.4409773,9.4164457;47.4409773;9.4164457
vgSVlGaXuAANbc4rRCWlFg;28.796689401432666;"<a target=""_blank"" href=""https://www.mapillary.com/map/im/vgSVlGaXuAANbc4rRCWlFg""><img style=""width:200px"" src=""https://images.mapillary.com/vgSVlGaXuAANbc4rRCWlFg/thumb-320.jpg""></a><br>Streetwise Score: 28.796689401432666";2;0;47.4390754,9.4088705;47.4390754;9.4088705
4WlTIStmAl00F34RuALfFA;25.720033706357125;"<a target=""_blank"" href=""https://www.mapillary.com/map/im/4WlTIStmAl00F34RuALfFA""><img style=""width:200px"" src=""https://images.mapillary.com/4WlTIStmAl00F34RuALfFA/thumb-320.jpg""></a><br>Streetwise Score: 25.720033706357125";2;0;47.4362588,9.3984546;47.4362588;9.3984546
SrXq3nGVRYwDbiham9zG2w;22.869806442298284;"<a target=""_blank"" href=""https://www.mapillary.com/map/im/SrXq3nGVRYwDbiham9zG2w""><img style=""width:200px"" src=""https://images.mapillary.com/SrXq3nGVRYwDbiham9zG2w/thumb-320.jpg""></a><br>Streetwise Score: 22.869806442298284";2;0;47.4337325,9.39124;47.4337325;9.39124
C_SKg8hsMhUqySwGnD1LMg;26.97193984651975;"<a target=""_blank"" href=""https://www.mapillary.com/map/im/C_SKg8hsMhUqySwGnD1LMg""><img style=""width:200px"" src=""https://images.mapillary.com/C_SKg8hsMhUqySwGnD1LMg/thumb-320.jpg""></a><br>Streetwise Score: 26.97193984651975";2;0;47.4333072,9.3870667;47.4333072;9.3870667
LHBJjjep7kYEEjfewn4jKQ;27.490775313878476;"<a target=""_blank"" href=""https://www.mapillary.com/map/im/LHBJjjep7kYEEjfewn4jKQ""><img style=""width:200px"" src=""https://images.mapillary.com/LHBJjjep7kYEEjfewn4jKQ/thumb-320.jpg""></a><br>Streetwise Score: 27.490775313878476";2;0;47.4331371,9.3859111;47.4331371;9.3859111
OrY6EWTljEeHueq3ypUD_A;5.659482235207515;"<a target=""_blank"" href=""https://www.mapillary.com/map/im/OrY6EWTljEeHueq3ypUD_A""><img style=""width:200px"" src=""https://images.mapillary.com/OrY6EWTljEeHueq3ypUD_A/thumb-320.jpg""></a><br>Streetwise Score: 5.659482235207515";0;wahrgenommene Sicherheit tief;47.4327847,9.3842659;47.4327847;9.3842659
i9xPJPnOu02Kzn4NY_uAjw;16.08580548391484;"<a target=""_blank"" href=""https://www.mapillary.com/map/im/i9xPJPnOu02Kzn4NY_uAjw""><img style=""width:200px"" src=""https://images.mapillary.com/i9xPJPnOu02Kzn4NY_uAjw/thumb-320.jpg""></a><br>Streetwise Score: 16.08580548391484";1;-;47.4326543,9.3830866;47.4326543;9.3830866
1IkjKNJq2OCAoxfT6o6J_g;13.39658682510737;"<a target=""_blank"" href=""https://www.mapillary.com/map/im/1IkjKNJq2OCAoxfT6o6J_g""><img style=""width:200px"" src=""https://images.mapillary.com/1IkjKNJq2OCAoxfT6o6J_g/thumb-320.jpg""></a><br>Streetwise Score: 13.39658682510737";1;-;47.4323961,9.3807504;47.4323961;9.3807504
ypzmcqvtoS1BoZ4G8H4Nxw;7.622683310812388;"<a target=""_blank"" href=""https://www.mapillary.com/map/im/ypzmcqvtoS1BoZ4G8H4Nxw""><img style=""width:200px"" src=""https://images.mapillary.com/ypzmcqvtoS1BoZ4G8H4Nxw/thumb-320.jpg""></a><br>Streetwise Score: 7.622683310812388";0;wahrgenommene Sicherheit tief;47.4323295,9.3801478;47.4323295;9.3801478
HKFq9EO0tk6kQPYmUlrjBQ;14.569238297008473;"<a target=""_blank"" href=""https://www.mapillary.com/map/im/HKFq9EO0tk6kQPYmUlrjBQ""><img style=""width:200px"" src=""https://images.mapillary.com/HKFq9EO0tk6kQPYmUlrjBQ/thumb-320.jpg""></a><br>Streetwise Score: 14.569238297008473";1;-;47.432135,9.3783886;47.432135;9.3783886
6S4dH8qFcYvbAPnwYbMcQg;7.492003194423648;"<a target=""_blank"" href=""https://www.mapillary.com/map/im/6S4dH8qFcYvbAPnwYbMcQg""><img style=""width:200px"" src=""https://images.mapillary.com/6S4dH8qFcYvbAPnwYbMcQg/thumb-320.jpg""></a><br>Streetwise Score: 7.492003194423648";0;wahrgenommene Sicherheit tief;47.431172,9.3696767;47.431172;9.3696767
CCP4gUPrdduHoparbTU6AA;18.904076969736575;"<a target=""_blank"" href=""https://www.mapillary.com/map/im/CCP4gUPrdduHoparbTU6AA""><img style=""width:200px"" src=""https://images.mapillary.com/CCP4gUPrdduHoparbTU6AA/thumb-320.jpg""></a><br>Streetwise Score: 18.904076969736575";1;-;47.4230411,9.36782;47.4230411;9.36782
ILLR70LqwthK0CJKUSBXJg;5.909102067287995;"<a target=""_blank"" href=""https://www.mapillary.com/map/im/ILLR70LqwthK0CJKUSBXJg""><img style=""width:200px"" src=""https://images.mapillary.com/ILLR70LqwthK0CJKUSBXJg/thumb-320.jpg""></a><br>Streetwise Score: 5.909102067287995";0;wahrgenommene Sicherheit tief;47.4224509,9.367769;47.4224509;9.367769
1EgYMIjP2TiOzvu4PIJ4TA;31.834986905594377;"<a target=""_blank"" href=""https://www.mapillary.com/map/im/1EgYMIjP2TiOzvu4PIJ4TA""><img style=""width:200px"" src=""https://images.mapillary.com/1EgYMIjP2TiOzvu4PIJ4TA/thumb-320.jpg""></a><br>Streetwise Score: 31.834986905594377";3;+;47.4318197,9.3818419;47.4318197;9.3818419
DtBLtQU0D08TpXa_16VtCw;27.090689914753625;"<a target=""_blank"" href=""https://www.mapillary.com/map/im/DtBLtQU0D08TpXa_16VtCw""><img style=""width:200px"" src=""https://images.mapillary.com/DtBLtQU0D08TpXa_16VtCw/thumb-320.jpg""></a><br>Streetwise Score: 27.090689914753625";2;0;47.4318197,9.3818419;47.4318197;9.3818419
EVqJJI8go_co-V3eU4Cy4Q;36.32802089413638;"<a target=""_blank"" href=""https://www.mapillary.com/map/im/EVqJJI8go_co-V3eU4Cy4Q""><img style=""width:200px"" src=""https://images.mapillary.com/EVqJJI8go_co-V3eU4Cy4Q/thumb-320.jpg""></a><br>Streetwise Score: 36.32802089413638";3;+;47.4318217,9.3818426;47.4318217;9.3818426
bLWqivyOLsGqn00ohC863g;44.59687257400641;"<a target=""_blank"" href=""https://www.mapillary.com/map/im/bLWqivyOLsGqn00ohC863g""><img style=""width:200px"" src=""https://images.mapillary.com/bLWqivyOLsGqn00ohC863g/thumb-320.jpg""></a><br>Streetwise Score: 44.59687257400641";4;wahrgenommene Sicherheit hoch;47.4318124,9.3818249;47.4318124;9.3818249
XdL7ijSAoELWONLu7tE9Og;47.308018052972095;"<a target=""_blank"" href=""https://www.mapillary.com/map/im/XdL7ijSAoELWONLu7tE9Og""><img style=""width:200px"" src=""https://images.mapillary.com/XdL7ijSAoELWONLu7tE9Og/thumb-320.jpg""></a><br>Streetwise Score: 47.308018052972095";4;wahrgenommene Sicherheit hoch;47.4269017,9.3815348;47.4269017;9.3815348
hc8DLp9msiICOulxwRr_bg;24.67494602113105;"<a target=""_blank"" href=""https://www.mapillary.com/map/im/hc8DLp9msiICOulxwRr_bg""><img style=""width:200px"" src=""https://images.mapillary.com/hc8DLp9msiICOulxwRr_bg/thumb-320.jpg""></a><br>Streetwise Score: 24.67494602113105";2;0;47.4252699,9.3817758;47.4252699;9.3817758
442FRunWyI4I4hytXKaRYg;40.74741200443556;"<a target=""_blank"" href=""https://www.mapillary.com/map/im/442FRunWyI4I4hytXKaRYg""><img style=""width:200px"" src=""https://images.mapillary.com/442FRunWyI4I4hytXKaRYg/thumb-320.jpg""></a><br>Streetwise Score: 40.74741200443556";4;wahrgenommene Sicherheit hoch;47.4252535,9.381745;47.4252535;9.381745
oq-WcSE1dAa9RlVxOwGmiw;39.160974387527375;"<a target=""_blank"" href=""https://www.mapillary.com/map/im/oq-WcSE1dAa9RlVxOwGmiw""><img style=""width:200px"" src=""https://images.mapillary.com/oq-WcSE1dAa9RlVxOwGmiw/thumb-320.jpg""></a><br>Streetwise Score: 39.160974387527375";0;wahrgenommene Sicherheit tief;47.4269986,9.3856107;47.4269986;9.3856107
Eaev7Pp_Ejwu2h_sqpUHdg;46.18878889481615;"<a target=""_blank"" href=""https://www.mapillary.com/map/im/Eaev7Pp_Ejwu2h_sqpUHdg""><img style=""width:200px"" src=""https://images.mapillary.com/Eaev7Pp_Ejwu2h_sqpUHdg/thumb-320.jpg""></a><br>Streetwise Score: 46.18878889481615";4;wahrgenommene Sicherheit hoch;47.4270436,9.3853503;47.4270436;9.3853503
dbNbZoyPDeVETrO4QcNdAQ;44.311601679485925;"<a target=""_blank"" href=""https://www.mapillary.com/map/im/dbNbZoyPDeVETrO4QcNdAQ""><img style=""width:200px"" src=""https://images.mapillary.com/dbNbZoyPDeVETrO4QcNdAQ/thumb-320.jpg""></a><br>Streetwise Score: 44.311601679485925";4;wahrgenommene Sicherheit hoch;47.4270981,9.3852307;47.4270981;9.3852307
SG5Ul2b1n3Scgcl_-dzvSw;47.743937468282176;"<a target=""_blank"" href=""https://www.mapillary.com/map/im/SG5Ul2b1n3Scgcl_-dzvSw""><img style=""width:200px"" src=""https://images.mapillary.com/SG5Ul2b1n3Scgcl_-dzvSw/thumb-320.jpg""></a><br>Streetwise Score: 47.743937468282176";4;wahrgenommene Sicherheit hoch;47.4268656,9.3844744;47.4268656;9.3844744
WSHNJxJbr_OhTH1uU2h6zg;35.43557166675953;"<a target=""_blank"" href=""https://www.mapillary.com/map/im/WSHNJxJbr_OhTH1uU2h6zg""><img style=""width:200px"" src=""https://images.mapillary.com/WSHNJxJbr_OhTH1uU2h6zg/thumb-320.jpg""></a><br>Streetwise Score: 35.43557166675953";3;+;47.4267376,9.3842341;47.4267376;9.3842341
b5hd03Ubm1GHsfLWkvnHlw;37.150418494019796;"<a target=""_blank"" href=""https://www.mapillary.com/map/im/b5hd03Ubm1GHsfLWkvnHlw""><img style=""width:200px"" src=""https://images.mapillary.com/b5hd03Ubm1GHsfLWkvnHlw/thumb-320.jpg""></a><br>Streetwise Score: 37.150418494019796";3;+;47.4267376,9.3842341;47.4267376;9.3842341
qCLQ6y7yT9gn2NbWlgwIlw;31.234279506231044;"<a target=""_blank"" href=""https://www.mapillary.com/map/im/qCLQ6y7yT9gn2NbWlgwIlw""><img style=""width:200px"" src=""https://images.mapillary.com/qCLQ6y7yT9gn2NbWlgwIlw/thumb-320.jpg""></a><br>Streetwise Score: 31.234279506231044";3;+;47.426708,9.3842522;47.426708;9.3842522
zfyIiLQgBSQj5uQQcSNo0Q;39.28885470860728;"<a target=""_blank"" href=""https://www.mapillary.com/map/im/zfyIiLQgBSQj5uQQcSNo0Q""><img style=""width:200px"" src=""https://images.mapillary.com/zfyIiLQgBSQj5uQQcSNo0Q/thumb-320.jpg""></a><br>Streetwise Score: 39.28885470860728";0;wahrgenommene Sicherheit tief;47.4263928,9.383542;47.4263928;9.383542
DjXjRtYqzFr3Vj1mE7WxYA;38.149251894711476;"<a target=""_blank"" href=""https://www.mapillary.com/map/im/DjXjRtYqzFr3Vj1mE7WxYA""><img style=""width:200px"" src=""https://images.mapillary.com/DjXjRtYqzFr3Vj1mE7WxYA/thumb-320.jpg""></a><br>Streetwise Score: 38.149251894711476";3;+;47.426374,9.3833582;47.426374;9.3833582
9Otg9RHkmN97cbDi77WLnw;37.810636206748846;"<a target=""_blank"" href=""https://www.mapillary.com/map/im/9Otg9RHkmN97cbDi77WLnw""><img style=""width:200px"" src=""https://images.mapillary.com/9Otg9RHkmN97cbDi77WLnw/thumb-320.jpg""></a><br>Streetwise Score: 37.810636206748846";3;+;47.426628,9.3828178;47.426628;9.3828178
4-qBEsZqcOESMAoH64gH9Q;31.46519879894112;"<a target=""_blank"" href=""https://www.mapillary.com/map/im/4-qBEsZqcOESMAoH64gH9Q""><img style=""width:200px"" src=""https://images.mapillary.com/4-qBEsZqcOESMAoH64gH9Q/thumb-320.jpg""></a><br>Streetwise Score: 31.46519879894112";3;+;47.4265305,9.3827361;47.4265305;9.3827361
PpPQqCJEyJOsQHIaiAe_1w;38.05343182963651;"<a target=""_blank"" href=""https://www.mapillary.com/map/im/PpPQqCJEyJOsQHIaiAe_1w""><img style=""width:200px"" src=""https://images.mapillary.com/PpPQqCJEyJOsQHIaiAe_1w/thumb-320.jpg""></a><br>Streetwise Score: 38.05343182963651";3;+;47.426518,9.3827246;47.426518;9.3827246
Z_HfnXECeQtQ0hAq84GxYQ;44.403810012103165;"<a target=""_blank"" href=""https://www.mapillary.com/map/im/Z_HfnXECeQtQ0hAq84GxYQ""><img style=""width:200px"" src=""https://images.mapillary.com/Z_HfnXECeQtQ0hAq84GxYQ/thumb-320.jpg""></a><br>Streetwise Score: 44.403810012103165";4;wahrgenommene Sicherheit hoch;47.4262586,9.3825387;47.4262586;9.3825387
W-sTNlQW57rlI7W40Vi-Hg;34.05522449731163;"<a target=""_blank"" href=""https://www.mapillary.com/map/im/W-sTNlQW57rlI7W40Vi-Hg""><img style=""width:200px"" src=""https://images.mapillary.com/W-sTNlQW57rlI7W40Vi-Hg/thumb-320.jpg""></a><br>Streetwise Score: 34.05522449731163";3;+;47.426071,9.3822795;47.426071;9.3822795
h1img6FathodzzSvdaRLSA;39.43080616553424;"<a target=""_blank"" href=""https://www.mapillary.com/map/im/h1img6FathodzzSvdaRLSA""><img style=""width:200px"" src=""https://images.mapillary.com/h1img6FathodzzSvdaRLSA/thumb-320.jpg""></a><br>Streetwise Score: 39.43080616553424";0;wahrgenommene Sicherheit tief;47.4260414,9.3822259;47.4260414;9.3822259
jLeC_aNmvqefG4EOvDTtVg;20.868044475328123;"<a target=""_blank"" href=""https://www.mapillary.com/map/im/jLeC_aNmvqefG4EOvDTtVg""><img style=""width:200px"" src=""https://images.mapillary.com/jLeC_aNmvqefG4EOvDTtVg/thumb-320.jpg""></a><br>Streetwise Score: 20.868044475328123";2;0;47.4259733,9.3820483;47.4259733;9.3820483
Acae1I3Cc40b3JaTcbfsrw;34.1157194966552;"<a target=""_blank"" href=""https://www.mapillary.com/map/im/Acae1I3Cc40b3JaTcbfsrw""><img style=""width:200px"" src=""https://images.mapillary.com/Acae1I3Cc40b3JaTcbfsrw/thumb-320.jpg""></a><br>Streetwise Score: 34.1157194966552";3;+;47.4259695,9.3820297;47.4259695;9.3820297
qo48uJ6jM5V1bLO4lN3I6g;35.280633224871906;"<a target=""_blank"" href=""https://www.mapillary.com/map/im/qo48uJ6jM5V1bLO4lN3I6g""><img style=""width:200px"" src=""https://images.mapillary.com/qo48uJ6jM5V1bLO4lN3I6g/thumb-320.jpg""></a><br>Streetwise Score: 35.280633224871906";3;+;47.4264331,9.3901018;47.4264331;9.3901018
rHU-lOh-3a4ppvKt0F46Ow;26.773925866568483;"<a target=""_blank"" href=""https://www.mapillary.com/map/im/rHU-lOh-3a4ppvKt0F46Ow""><img style=""width:200px"" src=""https://images.mapillary.com/rHU-lOh-3a4ppvKt0F46Ow/thumb-320.jpg""></a><br>Streetwise Score: 26.773925866568483";2;0;47.4265596,9.3895064;47.4265596;9.3895064
Eo4nc0fbx0XMjJSUyOVdOQ;40.42501261190651;"<a target=""_blank"" href=""https://www.mapillary.com/map/im/Eo4nc0fbx0XMjJSUyOVdOQ""><img style=""width:200px"" src=""https://images.mapillary.com/Eo4nc0fbx0XMjJSUyOVdOQ/thumb-320.jpg""></a><br>Streetwise Score: 40.42501261190651";4;wahrgenommene Sicherheit hoch;47.4265667,9.3894872;47.4265667;9.3894872
nXcdpoyqLHGhih259H-Z5Q;38.468855320183266;"<a target=""_blank"" href=""https://www.mapillary.com/map/im/nXcdpoyqLHGhih259H-Z5Q""><img style=""width:200px"" src=""https://images.mapillary.com/nXcdpoyqLHGhih259H-Z5Q/thumb-320.jpg""></a><br>Streetwise Score: 38.468855320183266";3;+;47.4265778,9.3893743;47.4265778;9.3893743
14ctcqYOJo8bvmXA1sdTwg;39.419030389489606;"<a target=""_blank"" href=""https://www.mapillary.com/map/im/14ctcqYOJo8bvmXA1sdTwg""><img style=""width:200px"" src=""https://images.mapillary.com/14ctcqYOJo8bvmXA1sdTwg/thumb-320.jpg""></a><br>Streetwise Score: 39.419030389489606";0;wahrgenommene Sicherheit tief;47.4265981,9.3887968;47.4265981;9.3887968
3pzvj67WDjGUzhjmnT4CDw;34.75955565569623;"<a target=""_blank"" href=""https://www.mapillary.com/map/im/3pzvj67WDjGUzhjmnT4CDw""><img style=""width:200px"" src=""https://images.mapillary.com/3pzvj67WDjGUzhjmnT4CDw/thumb-320.jpg""></a><br>Streetwise Score: 34.75955565569623";3;+;47.4265702,9.3884092;47.4265702;9.3884092
FVshFg3ZcGtBX2uPVd6Wng;43.71194391354766;"<a target=""_blank"" href=""https://www.mapillary.com/map/im/FVshFg3ZcGtBX2uPVd6Wng""><img style=""width:200px"" src=""https://images.mapillary.com/FVshFg3ZcGtBX2uPVd6Wng/thumb-320.jpg""></a><br>Streetwise Score: 43.71194391354766";4;wahrgenommene Sicherheit hoch;47.4264924,9.3876183;47.4264924;9.3876183
jHxoz7dCItFJ59Xe0oM0jg;37.62871057192792;"<a target=""_blank"" href=""https://www.mapillary.com/map/im/jHxoz7dCItFJ59Xe0oM0jg""><img style=""width:200px"" src=""https://images.mapillary.com/jHxoz7dCItFJ59Xe0oM0jg/thumb-320.jpg""></a><br>Streetwise Score: 37.62871057192792";3;+;47.4264682,9.3871457;47.4264682;9.3871457
lcQV4dyBSMNDPWFBKaugig;36.13017264788409;"<a target=""_blank"" href=""https://www.mapillary.com/map/im/lcQV4dyBSMNDPWFBKaugig""><img style=""width:200px"" src=""https://images.mapillary.com/lcQV4dyBSMNDPWFBKaugig/thumb-320.jpg""></a><br>Streetwise Score: 36.13017264788409";3;+;47.4264647,9.3871295;47.4264647;9.3871295
oC-aFeaDW8GvPv_6HqgZUQ;40.20945830954895;"<a target=""_blank"" href=""https://www.mapillary.com/map/im/oC-aFeaDW8GvPv_6HqgZUQ""><img style=""width:200px"" src=""https://images.mapillary.com/oC-aFeaDW8GvPv_6HqgZUQ/thumb-320.jpg""></a><br>Streetwise Score: 40.20945830954895";4;wahrgenommene Sicherheit hoch;47.4264575,9.3871149;47.4264575;9.3871149
GGXuU4DAF-UVHqgajZstzg;31.012463042437066;"<a target=""_blank"" href=""https://www.mapillary.com/map/im/GGXuU4DAF-UVHqgajZstzg""><img style=""width:200px"" src=""https://images.mapillary.com/GGXuU4DAF-UVHqgajZstzg/thumb-320.jpg""></a><br>Streetwise Score: 31.012463042437066";3;+;47.4264506,9.3871003;47.4264506;9.3871003
Too-miOcY8N_aj48xifW2Q;43.70654381214392;"<a target=""_blank"" href=""https://www.mapillary.com/map/im/Too-miOcY8N_aj48xifW2Q""><img style=""width:200px"" src=""https://images.mapillary.com/Too-miOcY8N_aj48xifW2Q/thumb-320.jpg""></a><br>Streetwise Score: 43.70654381214392";4;wahrgenommene Sicherheit hoch;47.4264234,9.3869889;47.4264234;9.3869889
HD0LhbAk9_CPcho3jZwrCA;26.154841108972;"<a target=""_blank"" href=""https://www.mapillary.com/map/im/HD0LhbAk9_CPcho3jZwrCA""><img style=""width:200px"" src=""https://images.mapillary.com/HD0LhbAk9_CPcho3jZwrCA/thumb-320.jpg""></a><br>Streetwise Score: 26.154841108972";2;0;47.4264181,9.3869684;47.4264181;9.3869684
HXjRzTrwd2QQJseGKon10g;39.62171870946913;"<a target=""_blank"" href=""https://www.mapillary.com/map/im/HXjRzTrwd2QQJseGKon10g""><img style=""width:200px"" src=""https://images.mapillary.com/HXjRzTrwd2QQJseGKon10g/thumb-320.jpg""></a><br>Streetwise Score: 39.62171870946913";0;wahrgenommene Sicherheit tief;47.4261981,9.3915546;47.4261981;9.3915546
2BxfaU0MivFY8r9OrbWNXQ;39.414985327686686;"<a target=""_blank"" href=""https://www.mapillary.com/map/im/2BxfaU0MivFY8r9OrbWNXQ""><img style=""width:200px"" src=""https://images.mapillary.com/2BxfaU0MivFY8r9OrbWNXQ/thumb-320.jpg""></a><br>Streetwise Score: 39.414985327686686";0;wahrgenommene Sicherheit tief;47.4262016,9.3914947;47.4262016;9.3914947
TSCFALmF0UIGLAPpW0sAYQ;43.555863684585496;"<a target=""_blank"" href=""https://www.mapillary.com/map/im/TSCFALmF0UIGLAPpW0sAYQ""><img style=""width:200px"" src=""https://images.mapillary.com/TSCFALmF0UIGLAPpW0sAYQ/thumb-320.jpg""></a><br>Streetwise Score: 43.555863684585496";4;wahrgenommene Sicherheit hoch;47.4262412,9.3912547;47.4262412;9.3912547
AlWUB-ULGoPdVmPaD8ef9g;24.009837510804033;"<a target=""_blank"" href=""https://www.mapillary.com/map/im/AlWUB-ULGoPdVmPaD8ef9g""><img style=""width:200px"" src=""https://images.mapillary.com/AlWUB-ULGoPdVmPaD8ef9g/thumb-320.jpg""></a><br>Streetwise Score: 24.009837510804033";2;0;47.4276864,9.359127;47.4276864;9.359127
n_WE5ieVfmN0J1t9l54QOQ;10.516117143753204;"<a target=""_blank"" href=""https://www.mapillary.com/map/im/n_WE5ieVfmN0J1t9l54QOQ""><img style=""width:200px"" src=""https://images.mapillary.com/n_WE5ieVfmN0J1t9l54QOQ/thumb-320.jpg""></a><br>Streetwise Score: 10.516117143753204";1;-;47.4265363,9.3567358;47.4265363;9.3567358
7zVgnxvr-E6J-crQsh4Gfg;12.440341278884794;"<a target=""_blank"" href=""https://www.mapillary.com/map/im/7zVgnxvr-E6J-crQsh4Gfg""><img style=""width:200px"" src=""https://images.mapillary.com/7zVgnxvr-E6J-crQsh4Gfg/thumb-320.jpg""></a><br>Streetwise Score: 12.440341278884794";1;-;47.4219288,9.3421648;47.4219288;9.3421648
qVUwj0RK5-QUaS5GDuD_6Q;17.40475927338682;"<a target=""_blank"" href=""https://www.mapillary.com/map/im/qVUwj0RK5-QUaS5GDuD_6Q""><img style=""width:200px"" src=""https://images.mapillary.com/qVUwj0RK5-QUaS5GDuD_6Q/thumb-320.jpg""></a><br>Streetwise Score: 17.40475927338682";1;-;47.421653,9.3407393;47.421653;9.3407393
0gET6YKeckvuHmwrkAj2ZA;21.623143857733904;"<a target=""_blank"" href=""https://www.mapillary.com/map/im/0gET6YKeckvuHmwrkAj2ZA""><img style=""width:200px"" src=""https://images.mapillary.com/0gET6YKeckvuHmwrkAj2ZA/thumb-320.jpg""></a><br>Streetwise Score: 21.623143857733904";2;0;47.4198403,9.3325158;47.4198403;9.3325158
LMf_Fg6kc5C0CIcqhy8Jxw;20.552976626903096;"<a target=""_blank"" href=""https://www.mapillary.com/map/im/LMf_Fg6kc5C0CIcqhy8Jxw""><img style=""width:200px"" src=""https://images.mapillary.com/LMf_Fg6kc5C0CIcqhy8Jxw/thumb-320.jpg""></a><br>Streetwise Score: 20.552976626903096";2;0;47.4179618,9.3273886;47.4179618;9.3273886
lr1NAX80Gn1FzeYGG45xVA;29.09982194673979;"<a target=""_blank"" href=""https://www.mapillary.com/map/im/lr1NAX80Gn1FzeYGG45xVA""><img style=""width:200px"" src=""https://images.mapillary.com/lr1NAX80Gn1FzeYGG45xVA/thumb-320.jpg""></a><br>Streetwise Score: 29.09982194673979";3;+;47.416802,9.3217663;47.416802;9.3217663
