Geo Point;Geo Shape;Bezeichnun;Stufe
47.4096648505,9.36387635954;"{""coordinates"": [[[9.373682667096034, 47.41442273049014], [9.37452876899407, 47.41137850899252], [9.374351714343145, 47.40746934251024], [9.374238753567306, 47.407478981508], [9.373964609013534, 47.407404302515836], [9.373810444417703, 47.4073996875447], [9.373724391394282, 47.40741309485356], [9.37338709142576, 47.40733236455729], [9.373309535529248, 47.40731701940986], [9.373217792755954, 47.40726501509206], [9.372792111778944, 47.40713357262324], [9.372704727656043, 47.407113982480496], [9.372554491038061, 47.407188661836415], [9.372364279952714, 47.40739277305281], [9.37226782998177, 47.40753590845571], [9.372173044482494, 47.407567984974335], [9.371880691604884, 47.407564411381664], [9.371838998739578, 47.40758049372739], [9.371678714033054, 47.40770991510879], [9.371476443353785, 47.40764366334481], [9.371288973117382, 47.40759776632478], [9.371170569212937, 47.407541447335674], [9.371068871412136, 47.40752182561504], [9.370948254212491, 47.407506749229576], [9.370672790688523, 47.40742480611349], [9.370450507905511, 47.40732523912676], [9.37032033665826, 47.407302494401584], [9.37023099059816, 47.407298221246826], [9.370170064405073, 47.40727728744409], [9.370091697464066, 47.407232623298555], [9.369977974508704, 47.40719566692481], [9.369884298542605, 47.407148740091124], [9.369834303726414, 47.40711862631916], [9.369757352366314, 47.40706143283816], [9.369730164443054, 47.4070027869037], [9.36964455277337, 47.406929354961726], [9.369544595252792, 47.40690286530352], [9.369527618309164, 47.40689883044006], [9.369432125996585, 47.40687487550677], [9.369293760773884, 47.40683883427489], [9.36910868146061, 47.40679660983809], [9.368984065148945, 47.406649955728334], [9.368808653462166, 47.40649930956767], [9.36874552187904, 47.40641312160006], [9.368747517378361, 47.40618703265176], [9.368684313583168, 47.406150742459666], [9.368421167579793, 47.40616812121552], [9.368359834447075, 47.40613958201212], [9.368284252006093, 47.40609851411754], [9.368252506383147, 47.4060453146529], [9.3681695832496, 47.405985269062576], [9.368020269700128, 47.405939206952844], [9.367895415497792, 47.40591313169242], [9.36784394218321, 47.40586007285853], [9.367761825578873, 47.4058277419526], [9.36770848613963, 47.405768506309215], [9.36762013330984, 47.40563938303616], [9.367553188577885, 47.40555833244071], [9.367522657619178, 47.405462197557576], [9.36745307336963, 47.40541142933136], [9.367351726645575, 47.405285015156196], [9.367289365996966, 47.405232074796324], [9.367179949371385, 47.40517920070677], [9.366976363807359, 47.405136588769274], [9.366887445213234, 47.40510046608384], [9.366825592969432, 47.4050725193361], [9.366686955867676, 47.404978279077454], [9.366562128768638, 47.40482551713851], [9.366483560691165, 47.40477472713148], [9.366270428426684, 47.40469678091493], [9.366012825548312, 47.40460533417947], [9.365938143773715, 47.404596368866414], [9.36580704818355, 47.40465403930066], [9.365670539507038, 47.40467199835646], [9.3654607145737, 47.40465279005337], [9.365080018716029, 47.40457317360742], [9.365000571533969, 47.404582289825925], [9.364825421854205, 47.40460945691114], [9.36469773537393, 47.40467713726005], [9.364597637354759, 47.40467588182376], [9.364495119730515, 47.40464107259132], [9.364358689933546, 47.40459599625567], [9.364270171221035, 47.404497921404264], [9.364093174817166, 47.40438972459908], [9.363961039653855, 47.404401823283216], [9.363810148874094, 47.40452193598798], [9.363664489957582, 47.4045829776242], [9.363520587191195, 47.40456870452576], [9.363299441846925, 47.40444011705848], [9.363144804029028, 47.40439573853626], [9.362973009103644, 47.404332383261234], [9.362794112506466, 47.40423826006665], [9.362586586677049, 47.40419350201317], [9.362393280233324, 47.404173302397346], [9.362212550645216, 47.40411202058153], [9.36211406244056, 47.404078626600345], [9.361936127932935, 47.40401548012756], [9.3617845501248, 47.40402677544658], [9.361622950347249, 47.40397228155819], [9.36151577885592, 47.403972895860804], [9.361433331881015, 47.40394626998726], [9.361304501732016, 47.403890600162946], [9.36117785887113, 47.40388082300841], [9.36113273036828, 47.40386707120734], [9.360994643465293, 47.40381230180591], [9.360693322925231, 47.403708732624764], [9.360563374493525, 47.40366537930769], [9.360503031250875, 47.40363945557552], [9.36045596472924, 47.40362816505358], [9.360397327512464, 47.40360802446333], [9.36034957662747, 47.40358806304666], [9.360205857488818, 47.4035170843651], [9.360054300930997, 47.4034308602273], [9.359919622960149, 47.403396689999546], [9.359834512249213, 47.40339497449737], [9.359754401862222, 47.40325052148234], [9.359686568440761, 47.40316828465944], [9.359612475779343, 47.40311863077624], [9.359555484024398, 47.40302541732166], [9.359557882695047, 47.402922570084925], [9.359618194683254, 47.4028198308059], [9.359610725834933, 47.40275237965659], [9.359573849793605, 47.40268192668843], [9.359483220594308, 47.40263705455981], [9.359194862103298, 47.40252740899416], [9.358942069381794, 47.40229458930953], [9.358882639494215, 47.40220868548742], [9.358807368273197, 47.402131771775636], [9.358707244199936, 47.40207895111819], [9.35857418259095, 47.402041324744445], [9.358445835299218, 47.40205066418827], [9.358119094984755, 47.40214950822656], [9.358084139154645, 47.40216093035975], [9.357879415394866, 47.40219833971993], [9.357670547482648, 47.40218621830523], [9.357442060456137, 47.402126819636536], [9.357364591396237, 47.40213964036618], [9.35728751482329, 47.402288783764796], [9.354665222399216, 47.40518672765822], [9.35222759124071, 47.40748663064381], [9.3480215900575, 47.41051506426097], [9.347971964791872, 47.410544125101055], [9.348656897253822, 47.410709528399885], [9.34914304205103, 47.410812790494646], [9.351502151739256, 47.410913522395475], [9.356750065027041, 47.411137296218165], [9.356762258144759, 47.4111192709069], [9.356778840867872, 47.41109469506736], [9.356783246660548, 47.41108822533817], [9.356929973034369, 47.411141452647435], [9.357080235384881, 47.411187594410364], [9.357274426662466, 47.411243119537836], [9.357465262472248, 47.41130480842133], [9.357650752184965, 47.411373333664145], [9.357830590231195, 47.41144941960705], [9.357857305894509, 47.411463280900506], [9.358118352996561, 47.41116926402601], [9.35957969739281, 47.41190725220757], [9.359959469702979, 47.41191158973609], [9.359953587530564, 47.41174933089101], [9.36079252634475, 47.41165430666332], [9.360941823357585, 47.41161301046108], [9.361070451367633, 47.411575593366514], [9.361336221599982, 47.411447680656096], [9.361392244251247, 47.41141499823817], [9.3616647565319, 47.411184651341365], [9.361910235048816, 47.41106160884056], [9.362054835426946, 47.411212858729314], [9.362242391406964, 47.41135894003513], [9.362375975162482, 47.41144918577038], [9.362481160532484, 47.411509449342255], [9.362604282454674, 47.4116226311386], [9.362735262150247, 47.41179515953168], [9.362882030971818, 47.41198207173754], [9.362988800790149, 47.412086492411724], [9.363126678450687, 47.41219349879836], [9.363385335839927, 47.412347687374584], [9.364158650641961, 47.41274274671159], [9.364421070160986, 47.41279340696797], [9.364602105158744, 47.41345538243011], [9.36495808579996, 47.414095664259456], [9.36518165175205, 47.41439941300596], [9.365446430839723, 47.414564435437114], [9.365657996537793, 47.41453581536805], [9.365841169779086, 47.41448883762608], [9.36703274211308, 47.415234435780214], [9.366870077886471, 47.41533754630112], [9.36749044785599, 47.415879265769696], [9.367974937309897, 47.41624132551219], [9.3679456149264, 47.416395958096494], [9.368016107991318, 47.416411397902664], [9.368377390595384, 47.416490529301946], [9.368634890750794, 47.416745247853186], [9.368982637121029, 47.41688562000337], [9.369238854656903, 47.41698896877475], [9.369358835333225, 47.4170374361202], [9.369523435223465, 47.41710023703119], [9.36985183768996, 47.417225374098955], [9.370006424812454, 47.417284337894124], [9.370200555497247, 47.41734119164682], [9.370455767819273, 47.417415980882346], [9.370729386560356, 47.4174960842163], [9.370943724902533, 47.417558932857965], [9.37193619396876, 47.41780003831254], [9.372121595519955, 47.417887246645186], [9.372315076547851, 47.41797827823633], [9.372489165227003, 47.41808241825243], [9.372642577970417, 47.418222378795434], [9.373123037320205, 47.41835596515094], [9.37321611063212, 47.41836673270198], [9.373405499704097, 47.418394681954396], [9.373894215075556, 47.41838954808357], [9.374207894192265, 47.41841037611228], [9.37455645262541, 47.418476494098016], [9.374573390183391, 47.41843886430065], [9.37528608667634, 47.4172584183503], [9.375129709136116, 47.41725969883235], [9.374801954041471, 47.417188078706815], [9.375267844509654, 47.41673730194517], [9.374616805349241, 47.41661438309973], [9.37447705120123, 47.41655698514544], [9.373965899566366, 47.41636197559545], [9.373911250406655, 47.41632408744225], [9.373121677043859, 47.416013250827916], [9.372651348471468, 47.415823382183405], [9.372364483695723, 47.41564119229133], [9.373212541857065, 47.4148395823068], [9.373682667096034, 47.41442273049014]]], ""type"": ""Polygon""}";Riethüsli;primarschulen
47.413280612,9.35900494618;"{""coordinates"": [[[9.363497648423115, 47.41667298130528], [9.362472830980186, 47.416144633372305], [9.36240859203803, 47.41609275665077], [9.362112754454639, 47.41567411078897], [9.361673398167841, 47.41506203655955], [9.36167337493345, 47.414953517444886], [9.36174133130201, 47.41489151369407], [9.361848996635926, 47.4148500185589], [9.36266066418677, 47.41475976311756], [9.362745806711429, 47.41477650106111], [9.362976329142612, 47.414825626416054], [9.363708113830643, 47.41507822274222], [9.364613414106707, 47.4153844226215], [9.36502885595752, 47.41551518497176], [9.365458511949143, 47.41560685142781], [9.36580628181123, 47.41573514057281], [9.366535732291036, 47.41606527493436], [9.367302717693354, 47.41642654646206], [9.36753088309037, 47.416553317985205], [9.367686021451544, 47.41668542911416], [9.36791286485615, 47.41656866852336], [9.3679456149264, 47.416395958096494], [9.367974937309897, 47.41624132551219], [9.36749044785599, 47.415879265769696], [9.366870077886471, 47.41533754630112], [9.36703274211308, 47.415234435780214], [9.365841169779086, 47.41448883762608], [9.365657996537793, 47.41453581536805], [9.365446430839723, 47.414564435437114], [9.36518165175205, 47.41439941300596], [9.36495808579996, 47.414095664259456], [9.364602105158744, 47.41345538243011], [9.364421070160986, 47.41279340696797], [9.364158650641961, 47.41274274671159], [9.363385335839927, 47.412347687374584], [9.363126678450687, 47.41219349879836], [9.362988800790149, 47.412086492411724], [9.362882030971818, 47.41198207173754], [9.362735262150247, 47.41179515953168], [9.362604282454674, 47.4116226311386], [9.362481160532484, 47.411509449342255], [9.362375975162482, 47.41144918577038], [9.362242391406964, 47.41135894003513], [9.362054835426946, 47.411212858729314], [9.361910235048816, 47.41106160884056], [9.3616647565319, 47.411184651341365], [9.361392244251247, 47.41141499823817], [9.361336221599982, 47.411447680656096], [9.361070451367633, 47.411575593366514], [9.360941823357585, 47.41161301046108], [9.36079252634475, 47.41165430666332], [9.359953587530564, 47.41174933089101], [9.359959469702979, 47.41191158973609], [9.35957969739281, 47.41190725220757], [9.358118352996561, 47.41116926402601], [9.357857305894509, 47.411463280900506], [9.357830590231195, 47.41144941960705], [9.357650752184965, 47.411373333664145], [9.357465262472248, 47.41130480842133], [9.357274426662466, 47.411243119537836], [9.357080235384881, 47.411187594410364], [9.356929973034369, 47.411141452647435], [9.356783246660548, 47.41108822533817], [9.356778840867872, 47.41109469506736], [9.356762258144759, 47.4111192709069], [9.356750065027041, 47.411137296218165], [9.351502151739256, 47.410913522395475], [9.35133932139908, 47.411061894550045], [9.350510778478913, 47.41230834196382], [9.351075971057387, 47.41260485281134], [9.351170788753384, 47.41273505958149], [9.35148049398534, 47.41286637837487], [9.351699309009149, 47.412975674514776], [9.351944807998054, 47.41305629664205], [9.352853238878838, 47.41326228393651], [9.35378937438093, 47.41346779598063], [9.354348322610102, 47.41359027932341], [9.354798473221527, 47.41377102830089], [9.355135566903902, 47.41389249087073], [9.355471151857754, 47.41397161994352], [9.355868580393553, 47.41403561548164], [9.35650916347579, 47.4141143948329], [9.357073358548783, 47.41418973397924], [9.357568784828716, 47.41428031938006], [9.357848782775607, 47.414355668793604], [9.358724934046384, 47.41462343285953], [9.359433634893414, 47.414861045893716], [9.359769233939355, 47.414939839064495], [9.359774026598584, 47.41503995690909], [9.359755105069834, 47.41516501230867], [9.359771759408606, 47.415262890960996], [9.35978037626004, 47.41531324705712], [9.359839235232933, 47.415436883126475], [9.359886174922629, 47.415524073574346], [9.359917525525965, 47.41556638638762], [9.35996549667907, 47.41563146367796], [9.360001802681996, 47.415653172133815], [9.360107658663615, 47.41571825827974], [9.360119894761324, 47.41578185129254], [9.360211993496462, 47.415854318417715], [9.360183428904497, 47.4158851577294], [9.360191637413743, 47.4158929742802], [9.360196433082786, 47.415895467934554], [9.360701334734506, 47.41629598517235], [9.360776243106587, 47.41634788349667], [9.36085375107647, 47.41639799290097], [9.360933764210131, 47.41644625234978], [9.361016161518034, 47.41649261881401], [9.36110230101822, 47.41653581857117], [9.361173666486446, 47.416568873176445], [9.361190760301598, 47.41657679403088], [9.36128155256668, 47.416615580096845], [9.36134115653853, 47.41663896993234], [9.361346534824834, 47.41664107553646], [9.361352743252638, 47.41663498953656], [9.361388372824598, 47.41660012768389], [9.361748946374677, 47.41620601311779], [9.362235681600824, 47.41644267899832], [9.362579999461046, 47.416573455529424], [9.362930920660881, 47.4166947101865], [9.363267636229379, 47.416782660101546], [9.36365304971161, 47.41687421590135], [9.363730422096443, 47.41685704734637], [9.36376816473769, 47.41682201442447], [9.363759322749901, 47.41679304809613], [9.363497648423115, 47.41667298130528]]], ""type"": ""Polygon""}";Einzugsgebiet mehrerer Primarschulen;primarschulen
47.4073345538,9.33292543423;"{""coordinates"": [[[9.32376889232427, 47.40610861229729], [9.323866844057049, 47.40611846672342], [9.324002082726087, 47.406140533110225], [9.32415952667935, 47.40617442741222], [9.324301947125042, 47.406211076598844], [9.324438815338238, 47.40625520312645], [9.324515140450398, 47.40628491487089], [9.324584034471032, 47.4063210727977], [9.324645447516723, 47.406363785371774], [9.324697367091058, 47.40641122365087], [9.32474675920853, 47.40647371833422], [9.324783433291456, 47.40654008254866], [9.3247953265142, 47.4065806436966], [9.324826518788326, 47.40663366526191], [9.324853421134545, 47.40670511913378], [9.324906923245898, 47.40680880592184], [9.324943427572153, 47.40685501092438], [9.32497938067042, 47.40690812540589], [9.325017378326594, 47.40695908347331], [9.325062171331007, 47.40701405096063], [9.325110200551546, 47.407067615844724], [9.325161599955448, 47.407119776835074], [9.325189661559385, 47.40714463542019], [9.325220179239164, 47.40716813117063], [9.32525277776189, 47.40719049584475], [9.32528757374185, 47.40721129473593], [9.325324194325574, 47.407230489795374], [9.32536240754217, 47.407248237032775], [9.325402607338994, 47.40726445840501], [9.325444457961472, 47.407278646427876], [9.325549239863026, 47.407311393003646], [9.325537785896385, 47.40732849397551], [9.326050288700133, 47.40748291861431], [9.326265824645798, 47.40754786265375], [9.326279110949397, 47.40755441996385], [9.326557034864825, 47.40763973825557], [9.326622243656573, 47.407659716413576], [9.326666914082963, 47.40766633682747], [9.326689556472433, 47.40767362300906], [9.326679467192422, 47.40770229824192], [9.327001291358226, 47.4077126932205], [9.327294690312408, 47.407702562272284], [9.327414335532639, 47.40772648970701], [9.327476400453682, 47.407737404748886], [9.327622007757878, 47.40775909074331], [9.327712724223074, 47.40776961781349], [9.327801961334304, 47.40777840627406], [9.327937261794768, 47.407790471723374], [9.328251680555788, 47.40781697994925], [9.328362636975422, 47.407828696357086], [9.328458776822284, 47.407840411823436], [9.328652089104263, 47.40786979116313], [9.328887656724318, 47.40791312517406], [9.329121042051554, 47.40796890108107], [9.329313949014633, 47.408031978683866], [9.32951372089594, 47.40811783117993], [9.329824114502232, 47.40829546572744], [9.3302862276541, 47.40859095667269], [9.330521277710034, 47.40874043078569], [9.330530625484206, 47.408736085264884], [9.330659809946026, 47.40880830979371], [9.330761874484255, 47.40885988141496], [9.331000777682764, 47.408964073895156], [9.331061190635966, 47.408979908220125], [9.331063383737213, 47.40885630149694], [9.331044003870472, 47.40868241489438], [9.331031291371524, 47.40863349140504], [9.331216126945431, 47.40864982496498], [9.331478789479965, 47.40869615567193], [9.331833556237449, 47.40880350441863], [9.332158335557391, 47.40893217072042], [9.332732164020854, 47.40915649188883], [9.332751303989381, 47.409139804165385], [9.3330143135817, 47.40919652603792], [9.333195057884193, 47.40922184799764], [9.333723092129688, 47.40939183734632], [9.3346355240171, 47.40970140789683], [9.334893569640297, 47.40937114778017], [9.335239611273023, 47.40892777472793], [9.335380076845098, 47.408931424878524], [9.33573968677059, 47.4084401890268], [9.335870840853067, 47.40828596294157], [9.335873035394728, 47.40828653895153], [9.335894682718783, 47.40829227422002], [9.33662423983138, 47.408485327796946], [9.336974139507198, 47.408599380615], [9.337165042889628, 47.40867357973163], [9.337767547602992, 47.40893369819704], [9.340768425498666, 47.41020218143248], [9.341488727353214, 47.409588039442944], [9.341891789254635, 47.40923010261194], [9.342059350334093, 47.409155277652175], [9.342173042087088, 47.4091454785415], [9.342255587061148, 47.409082589394465], [9.34226731483881, 47.40900101125874], [9.342224987530319, 47.40888062076323], [9.342135293405303, 47.40874314324892], [9.3419786369201, 47.40861469439876], [9.341700916686854, 47.408452513751065], [9.341458895930263, 47.40830759433673], [9.341291353913238, 47.40820116846309], [9.341119680188383, 47.40806106349935], [9.340938388881312, 47.407897293140174], [9.340780064412098, 47.40772124118208], [9.340618104570932, 47.407525402544955], [9.340445275547255, 47.40735356566796], [9.340164835202513, 47.4071160149907], [9.339307386750109, 47.40652471267515], [9.339056263105658, 47.40640687413674], [9.339144217643343, 47.40625016961307], [9.339215967736468, 47.40607608891548], [9.339210163963795, 47.40591386405058], [9.339204625432892, 47.40575869746857], [9.33914686384728, 47.40559731833352], [9.339009298151927, 47.40538433291495], [9.338848405050237, 47.40524582901125], [9.338689777327497, 47.40517080468749], [9.338602436783825, 47.40515233986601], [9.338584576044253, 47.405327342648924], [9.338528679966654, 47.40554205286613], [9.3384504087051, 47.40573024813977], [9.33832197600438, 47.4059221208005], [9.338150946769785, 47.406081971819944], [9.337937506221829, 47.4062175807546], [9.33770197698868, 47.40632730004262], [9.337151205407858, 47.406503332435925], [9.33679922609818, 47.40660938561079], [9.33629076481333, 47.406759410735255], [9.336103055481692, 47.40681848966878], [9.335708556796353, 47.40662545547901], [9.335293732483178, 47.406388148034125], [9.334921939139619, 47.406516544090394], [9.334848541103197, 47.40693761081275], [9.333895365575453, 47.40688273440493], [9.332650429087899, 47.40681487438803], [9.332003519595172, 47.40675135366679], [9.331427483962367, 47.40663374032508], [9.330828665457272, 47.4064600511622], [9.330028780447924, 47.40618732195738], [9.329395914205199, 47.405933040994036], [9.32858290795281, 47.405582901632826], [9.327870400322558, 47.40528049628603], [9.327209915996702, 47.40501512139723], [9.326780414509265, 47.404887145740794], [9.326249889849953, 47.404768735720864], [9.325919223737216, 47.404678853391914], [9.325665649986794, 47.40459697763016], [9.325359824121605, 47.40446123621977], [9.325012272179224, 47.40432703014966], [9.324344576472914, 47.4041124721403], [9.324061466074129, 47.40402114224373], [9.323738137235516, 47.403935398543396], [9.323349419385403, 47.403850981513465], [9.323298589299801, 47.40399371672883], [9.323355669212408, 47.404175446810925], [9.323420992792121, 47.40425909473812], [9.323750461412427, 47.404425754866885], [9.323890033769771, 47.40451346292093], [9.32372768127374, 47.40499248124943], [9.324256355046225, 47.40506060516317], [9.324475518674596, 47.40519464223141], [9.324561919997626, 47.40532291981621], [9.32435109148331, 47.40542428187894], [9.324242747107848, 47.40544722869738], [9.324151783474564, 47.40552016553092], [9.323991133144906, 47.40560748298249], [9.32376889232427, 47.40610861229729]]], ""type"": ""Polygon""}";Einzugsgebiet mehrerer Primarschulen;primarschulen
47.413280612,9.35900494618;"{""coordinates"": [[[9.3679456149264, 47.416395958096494], [9.367974937309897, 47.41624132551219], [9.36749044785599, 47.415879265769696], [9.366870077886471, 47.41533754630112], [9.36703274211308, 47.415234435780214], [9.365841169779086, 47.41448883762608], [9.365657996537793, 47.41453581536805], [9.365446430839723, 47.414564435437114], [9.36518165175205, 47.41439941300596], [9.36495808579996, 47.414095664259456], [9.364602105158744, 47.41345538243011], [9.364421070160986, 47.41279340696797], [9.364158650641961, 47.41274274671159], [9.363385335839927, 47.412347687374584], [9.363126678450687, 47.41219349879836], [9.362988800790149, 47.412086492411724], [9.362882030971818, 47.41198207173754], [9.362735262150247, 47.41179515953168], [9.362604282454674, 47.4116226311386], [9.362481160532484, 47.411509449342255], [9.362375975162482, 47.41144918577038], [9.362242391406964, 47.41135894003513], [9.362054835426946, 47.411212858729314], [9.361910235048816, 47.41106160884056], [9.3616647565319, 47.411184651341365], [9.361392244251247, 47.41141499823817], [9.361336221599982, 47.411447680656096], [9.361070451367633, 47.411575593366514], [9.360941823357585, 47.41161301046108], [9.36079252634475, 47.41165430666332], [9.359953587530564, 47.41174933089101], [9.359959469702979, 47.41191158973609], [9.35957969739281, 47.41190725220757], [9.358118352996561, 47.41116926402601], [9.357857305894509, 47.411463280900506], [9.357830590231195, 47.41144941960705], [9.357650752184965, 47.411373333664145], [9.357465262472248, 47.41130480842133], [9.357274426662466, 47.411243119537836], [9.357080235384881, 47.411187594410364], [9.356929973034369, 47.411141452647435], [9.356783246660548, 47.41108822533817], [9.356778840867872, 47.41109469506736], [9.356762258144759, 47.4111192709069], [9.356750065027041, 47.411137296218165], [9.351502151739256, 47.410913522395475], [9.35133932139908, 47.411061894550045], [9.350510778478913, 47.41230834196382], [9.351075971057387, 47.41260485281134], [9.351170788753384, 47.41273505958149], [9.35148049398534, 47.41286637837487], [9.351699309009149, 47.412975674514776], [9.351944807998054, 47.41305629664205], [9.352853238878838, 47.41326228393651], [9.35378937438093, 47.41346779598063], [9.354348322610102, 47.41359027932341], [9.354798473221527, 47.41377102830089], [9.355135566903902, 47.41389249087073], [9.355471151857754, 47.41397161994352], [9.355868580393553, 47.41403561548164], [9.35650916347579, 47.4141143948329], [9.357073358548783, 47.41418973397924], [9.357568784828716, 47.41428031938006], [9.357848782775607, 47.414355668793604], [9.358724934046384, 47.41462343285953], [9.359433634893414, 47.414861045893716], [9.359769233939355, 47.414939839064495], [9.359774026598584, 47.41503995690909], [9.359755105069834, 47.41516501230867], [9.359771759408606, 47.415262890960996], [9.35978037626004, 47.41531324705712], [9.359839235232933, 47.415436883126475], [9.359886174922629, 47.415524073574346], [9.359917525525965, 47.41556638638762], [9.35996549667907, 47.41563146367796], [9.360001802681996, 47.415653172133815], [9.360107658663615, 47.41571825827974], [9.360119894761324, 47.41578185129254], [9.360211993496462, 47.415854318417715], [9.360183428904497, 47.4158851577294], [9.360191637413743, 47.4158929742802], [9.360196433082786, 47.415895467934554], [9.360701334734506, 47.41629598517235], [9.360776243106587, 47.41634788349667], [9.36085375107647, 47.41639799290097], [9.360933764210131, 47.41644625234978], [9.361016161518034, 47.41649261881401], [9.36110230101822, 47.41653581857117], [9.361173666486446, 47.416568873176445], [9.361190760301598, 47.41657679403088], [9.36128155256668, 47.416615580096845], [9.36134115653853, 47.41663896993234], [9.361346534824834, 47.41664107553646], [9.361352743252638, 47.41663498953656], [9.361388372824598, 47.41660012768389], [9.361748946374677, 47.41620601311779], [9.362235681600824, 47.41644267899832], [9.362579999461046, 47.416573455529424], [9.362930920660881, 47.4166947101865], [9.363267636229379, 47.416782660101546], [9.36365304971161, 47.41687421590135], [9.363730422096443, 47.41685704734637], [9.36376816473769, 47.41682201442447], [9.363759322749901, 47.41679304809613], [9.363497648423115, 47.41667298130528], [9.362472830980186, 47.416144633372305], [9.36240859203803, 47.41609275665077], [9.362112754454639, 47.41567411078897], [9.361673398167841, 47.41506203655955], [9.36167337493345, 47.414953517444886], [9.36174133130201, 47.41489151369407], [9.361848996635926, 47.4148500185589], [9.36266066418677, 47.41475976311756], [9.362745806711429, 47.41477650106111], [9.362976329142612, 47.414825626416054], [9.363708113830643, 47.41507822274222], [9.364613414106707, 47.4153844226215], [9.36502885595752, 47.41551518497176], [9.365458511949143, 47.41560685142781], [9.36580628181123, 47.41573514057281], [9.366535732291036, 47.41606527493436], [9.367302717693354, 47.41642654646206], [9.36753088309037, 47.416553317985205], [9.367686021451544, 47.41668542911416], [9.36791286485615, 47.41656866852336], [9.3679456149264, 47.416395958096494]]], ""type"": ""Polygon""}";Einzugsgebiet mehrerer Primarschulen;primarschulen
